Uniprot_ID;HEK293;MCF10A;U2OS;GO_RBP;RBP_Capture
Q96QC0;1;1;1;TRUE;TRUE
Q96QK1;1;1;1;FALSE;FALSE
Q96QR8;1;1;1;TRUE;TRUE
Q96R06;1;0;1;FALSE;FALSE
Q96RK0;0;0;1;FALSE;FALSE
Q96RN5;1;0;1;FALSE;FALSE
Q96RT1;0;0;1;FALSE;FALSE
Q96RT7;1;0;1;FALSE;FALSE
Q96S59;1;0;0;FALSE;FALSE
Q96SB4;1;1;1;TRUE;TRUE
Q96SI9;1;0;1;TRUE;TRUE
Q96SN8;1;1;1;FALSE;FALSE
Q96ST2;1;1;1;FALSE;FALSE
Q96ST3;1;0;0;TRUE;FALSE
Q96SU4;1;0;0;FALSE;FALSE
Q96T21;1;0;0;TRUE;TRUE
Q96T23;1;0;0;FALSE;FALSE
Q96T37;1;1;1;TRUE;TRUE
Q96T51;1;0;0;FALSE;FALSE
Q96T58;1;1;1;TRUE;TRUE
Q96T76;1;0;1;FALSE;FALSE
Q96T88;1;0;1;FALSE;FALSE
Q96TA1;0;1;0;FALSE;FALSE
Q99439;0;1;1;FALSE;TRUE
Q99442;1;1;1;FALSE;TRUE
Q99459;1;1;1;TRUE;TRUE
Q99460;1;1;1;FALSE;FALSE
Q99497;1;1;0;TRUE;TRUE
Q99543;1;0;1;TRUE;TRUE
Q99567;1;0;1;FALSE;FALSE
Q99569;0;1;0;FALSE;FALSE
Q99570;1;0;1;FALSE;FALSE
Q99575;1;1;1;TRUE;TRUE
Q99590;1;1;0;TRUE;TRUE
Q99615;1;1;1;FALSE;FALSE
Q99661;1;0;1;FALSE;FALSE
Q99700;1;1;1;TRUE;TRUE
Q99707;0;0;1;FALSE;FALSE
Q99714;0;1;0;TRUE;TRUE
Q99729;1;1;1;TRUE;TRUE
Q99733;1;1;1;TRUE;TRUE
Q99798;1;1;1;FALSE;TRUE
Q99832;1;1;1;FALSE;FALSE
Q99848;1;1;1;TRUE;TRUE
Q99873;1;0;0;TRUE;TRUE
Q99959;1;1;0;FALSE;FALSE
Q99996;1;1;1;FALSE;FALSE
Q9BPX3;1;0;1;FALSE;FALSE
Q9BQ04;1;0;1;TRUE;TRUE
Q9BQ39;1;0;0;TRUE;TRUE
Q9BQ52;1;0;1;TRUE;TRUE
Q9BQ61;1;0;0;TRUE;FALSE
Q9BQ70;1;0;0;FALSE;FALSE
Q9BQA1;0;1;0;FALSE;FALSE
Q9BQC6;0;1;0;FALSE;FALSE
Q9BQE3;1;1;1;FALSE;FALSE
Q9BQG0;1;1;1;TRUE;TRUE
Q9BQS8;1;0;1;FALSE;FALSE
Q9BR76;0;1;0;FALSE;FALSE
Q9BR77;1;0;0;FALSE;FALSE
Q9BRJ2;1;0;1;TRUE;TRUE
Q9BRP1;1;0;0;FALSE;FALSE
Q9BRP8;0;1;0;TRUE;TRUE
Q9BRS2;1;0;0;FALSE;FALSE
Q9BRZ2;1;1;1;TRUE;TRUE
Q9BS26;0;1;1;FALSE;FALSE
Q9BSC4;1;1;1;TRUE;TRUE
Q9BSJ2;0;0;1;FALSE;FALSE
Q9BSJ8;1;1;1;FALSE;FALSE
Q9BTC0;1;1;1;TRUE;TRUE
Q9BTD8;1;0;1;TRUE;TRUE
Q9BTE3;1;1;1;FALSE;FALSE
Q9BTT0;1;1;1;FALSE;FALSE
Q9BTW9;1;0;1;FALSE;FALSE
Q9BTX1;1;0;1;FALSE;FALSE
Q9BTY7;1;0;0;FALSE;FALSE
Q9BU76;1;1;1;TRUE;TRUE
Q9BUF5;0;1;1;FALSE;FALSE
Q9BUJ2;1;1;1;TRUE;TRUE
Q9BUQ8;1;1;1;TRUE;TRUE
Q9BV38;1;1;1;FALSE;FALSE
Q9BV44;1;0;1;TRUE;FALSE
Q9BV57;1;0;0;FALSE;FALSE
Q9BV73;1;0;1;FALSE;FALSE
Q9BVA0;1;0;0;FALSE;FALSE
Q9BVJ6;1;1;1;TRUE;TRUE
Q9BVP2;1;1;1;TRUE;TRUE
Q9BVS4;1;0;0;FALSE;FALSE
Q9BW19;1;0;1;FALSE;FALSE
Q9BW27;1;0;0;FALSE;FALSE
Q9BW92;1;0;0;FALSE;FALSE
Q9BWF3;1;1;1;TRUE;TRUE
Q9BWH6;1;0;1;FALSE;FALSE
Q9BWU0;1;0;1;TRUE;FALSE
Q9BX40;1;1;1;TRUE;TRUE
Q9BXB5;0;0;1;FALSE;FALSE
Q9BXJ9;1;1;1;TRUE;TRUE
Q9BXP5;1;1;1;TRUE;TRUE
Q9BXR0;1;0;1;FALSE;FALSE
Q9BY44;1;1;1;TRUE;FALSE
Q9BY77;1;1;1;TRUE;TRUE
Q9BY89;0;1;1;FALSE;FALSE
Q9BYD1;1;1;0;TRUE;TRUE
Q9BYD3;1;1;1;TRUE;TRUE
Q9BYG3;1;1;1;TRUE;TRUE
Q9BYJ9;1;0;1;TRUE;TRUE
Q9BYK8;1;1;1;TRUE;TRUE
Q9BYW2;1;0;1;FALSE;FALSE
Q9BYX2;0;1;0;FALSE;FALSE
Q9BZE1;1;1;1;TRUE;TRUE
Q9BZE4;1;1;1;TRUE;TRUE
Q9BZF9;1;0;0;FALSE;FALSE
Q9BZH6;0;0;1;FALSE;FALSE
Q9BZI7;0;1;0;TRUE;TRUE
Q9BZZ5;1;0;1;TRUE;TRUE
Q9C0B0;1;0;0;TRUE;TRUE
Q9C0C2;1;1;1;FALSE;TRUE
Q9C0C9;1;0;0;TRUE;TRUE
Q9C0D5;0;1;1;FALSE;FALSE
Q9C0J8;1;1;1;TRUE;TRUE
Q9GZP4;1;0;0;FALSE;FALSE
Q9GZR2;1;0;1;TRUE;TRUE
Q9GZR7;1;1;1;TRUE;TRUE
Q9GZT3;1;1;1;TRUE;TRUE
Q9H0A0;1;1;1;TRUE;TRUE
Q9H0B6;0;1;0;FALSE;FALSE
Q9H0D6;1;1;1;TRUE;TRUE
Q9H0G5;1;1;1;TRUE;TRUE
Q9H0H5;1;1;1;FALSE;FALSE
Q9H0L4;1;1;1;TRUE;TRUE
Q9H0S4;1;0;0;TRUE;TRUE
Q9H0U4;0;1;0;FALSE;FALSE
Q9H0W8;0;0;1;FALSE;FALSE
Q9H1A4;1;0;1;FALSE;FALSE
Q9H1E3;0;1;0;TRUE;TRUE
Q9H1I8;1;1;0;FALSE;FALSE
Q9H2G2;1;1;0;FALSE;FALSE
Q9H2M9;1;1;1;FALSE;FALSE
Q9H2P0;1;1;1;FALSE;FALSE
Q9H2U1;1;1;1;TRUE;TRUE
Q9H2U2;0;1;0;FALSE;FALSE
Q9H2Y7;1;0;0;TRUE;TRUE
Q9H307;1;1;1;TRUE;TRUE
Q9H3K6;1;0;0;FALSE;FALSE
Q9H3N1;0;0;1;FALSE;FALSE
Q9H3P7;0;1;0;FALSE;FALSE
Q9H3S7;1;1;1;FALSE;FALSE
Q9H3U1;1;1;1;FALSE;FALSE
Q9H4A3;1;1;0;FALSE;FALSE
Q9H4A4;1;1;1;FALSE;FALSE
Q9H4L4;1;0;1;FALSE;FALSE
Q9H4L5;0;1;0;FALSE;FALSE
Q9H501;1;1;1;TRUE;TRUE
Q9H583;1;0;1;TRUE;TRUE
Q9H6F5;1;0;0;TRUE;TRUE
Q9H6R4;1;1;1;TRUE;TRUE
Q9H6R7;0;0;1;FALSE;FALSE
Q9H6S0;1;0;0;TRUE;TRUE
Q9H6W3;0;0;1;FALSE;FALSE
Q9H6Z4;1;1;0;FALSE;FALSE
Q9H773;1;0;0;FALSE;FALSE
Q9H792;0;0;1;FALSE;FALSE
Q9H7B2;1;0;0;TRUE;TRUE
Q9H7E2;0;1;0;TRUE;TRUE
Q9H7E9;1;0;0;FALSE;FALSE
Q9H7N4;1;1;0;TRUE;FALSE
Q9H8M2;1;0;0;FALSE;FALSE
Q9H8Y5;0;1;0;FALSE;FALSE
Q9H910;1;1;1;FALSE;FALSE
Q9H9B1;1;0;0;FALSE;FALSE
Q9H9Y6;1;0;1;FALSE;FALSE
Q9HAU0;0;1;1;FALSE;FALSE
Q9HAV4;1;1;1;TRUE;TRUE
Q9HB71;1;1;1;FALSE;TRUE
Q9HC35;1;1;1;FALSE;TRUE
Q9HCD5;1;1;0;TRUE;TRUE
Q9HCE0;0;0;1;FALSE;FALSE
Q9HCE1;1;1;1;TRUE;TRUE
Q9HCG8;1;1;1;TRUE;FALSE
Q9HCJ3;1;0;0;TRUE;TRUE
Q9HCK8;1;0;0;FALSE;FALSE
Q9HCS7;1;0;0;FALSE;FALSE
Q9NNW5;1;0;1;TRUE;TRUE
Q9NNX1;0;0;1;FALSE;FALSE
Q9NP61;1;0;1;FALSE;FALSE
Q9NP92;0;1;0;TRUE;TRUE
Q9NPI6;1;1;0;TRUE;FALSE
Q9NQ29;1;1;1;TRUE;TRUE
Q9NQ55;1;1;1;TRUE;TRUE
Q9NQC3;0;1;0;TRUE;TRUE
Q9NQS7;1;0;0;FALSE;FALSE
Q9NQW6;1;1;1;FALSE;FALSE
Q9NQW7;0;1;0;FALSE;FALSE
Q9NQX3;1;0;1;FALSE;FALSE
Q9NR09;1;0;1;FALSE;FALSE
Q9NR12;1;1;1;FALSE;FALSE
Q9NR30;1;1;1;TRUE;TRUE
Q9NR56;1;1;1;TRUE;TRUE
Q9NRA8;1;1;0;TRUE;TRUE
Q9NRF9;1;0;0;FALSE;FALSE
Q9NRG9;1;0;1;FALSE;FALSE
Q9NRL2;1;0;0;FALSE;FALSE
Q9NRL3;1;0;0;FALSE;FALSE
Q9NRN7;1;1;1;FALSE;FALSE
Q9NRR4;1;0;0;TRUE;TRUE
Q9NRW3;0;1;0;TRUE;TRUE
Q9NRX1;0;0;1;TRUE;TRUE
Q9NRZ9;1;0;0;FALSE;FALSE
Q9NS87;1;0;1;FALSE;FALSE
Q9NSD9;1;1;1;TRUE;TRUE
Q9NSE4;1;1;1;TRUE;FALSE
Q9NSV4;0;0;1;FALSE;FALSE
Q9NT62;0;1;0;FALSE;FALSE
Q9NTJ3;1;0;1;FALSE;FALSE
Q9NTJ5;1;1;0;FALSE;FALSE
Q9NTK5;0;1;0;FALSE;TRUE
Q9NTZ6;1;1;1;TRUE;TRUE
Q9NU22;1;0;1;FALSE;FALSE
Q9NUD5;1;0;1;TRUE;TRUE
Q9NUL3;1;0;1;TRUE;TRUE
Q9NUL7;0;0;1;TRUE;TRUE
Q9NUQ3;1;1;0;FALSE;FALSE
Q9NUQ6;0;1;1;TRUE;TRUE
Q9NUQ8;1;1;1;FALSE;FALSE
Q9NUQ9;0;1;0;FALSE;FALSE
Q9NV06;1;1;1;TRUE;TRUE
Q9NVI1;1;0;1;FALSE;FALSE
Q9NVN8;1;1;1;TRUE;TRUE
Q9NVP1;1;1;1;TRUE;TRUE
Q9NVS2;1;1;1;FALSE;TRUE
Q9NVU7;0;0;1;FALSE;TRUE
Q9NVV4;0;0;1;TRUE;TRUE
Q9NW13;1;1;1;TRUE;TRUE
Q9NW64;1;0;1;TRUE;TRUE
Q9NW82;1;0;1;FALSE;FALSE
Q9NWB6;1;1;1;FALSE;FALSE
Q9NWH9;1;1;1;TRUE;TRUE
Q9NX24;1;1;1;TRUE;TRUE
Q9NX58;1;1;0;TRUE;TRUE
Q9NXE4;1;0;1;FALSE;FALSE
Q9NXE8;1;0;0;FALSE;FALSE
Q9NXF1;0;1;0;FALSE;FALSE
Q9NXG2;1;1;0;TRUE;TRUE
Q9NXH9;0;1;1;TRUE;TRUE
Q9NXV6;1;1;0;TRUE;FALSE
Q9NY33;1;1;1;FALSE;FALSE
Q9NY61;1;0;0;TRUE;TRUE
Q9NY93;1;1;1;TRUE;TRUE
Q9NYF8;1;1;1;TRUE;TRUE
Q9NYH9;1;0;0;TRUE;FALSE
Q9NYJ8;0;1;1;FALSE;FALSE
Q9NYL2;0;1;0;TRUE;TRUE
Q9NYL9;0;1;0;FALSE;FALSE
Q9NYV4;1;1;1;FALSE;FALSE
Q9NYY8;1;0;0;TRUE;TRUE
Q9NYZ3;1;0;1;FALSE;FALSE
Q9NZB2;1;1;1;TRUE;TRUE
Q9NZJ4;1;0;1;FALSE;FALSE
Q9NZL4;1;0;0;FALSE;FALSE
Q9NZL9;0;1;0;FALSE;FALSE
Q9NZM5;1;1;0;TRUE;TRUE
Q9NZN5;1;0;0;FALSE;FALSE
Q9NZN8;1;0;0;FALSE;FALSE
Q9NZQ3;1;0;0;FALSE;FALSE
Q9NZT2;0;1;1;FALSE;FALSE
Q9P031;1;0;1;TRUE;TRUE
Q9P0K7;1;1;0;FALSE;FALSE
Q9P0L0;1;1;0;FALSE;FALSE
Q9P1Y6;0;1;0;FALSE;FALSE
Q9P206;0;0;1;FALSE;FALSE
Q9P219;1;0;0;FALSE;FALSE
Q9P258;1;1;0;TRUE;TRUE
Q9P260;0;0;1;FALSE;FALSE
Q9P265;1;0;1;FALSE;FALSE
Q9P270;0;1;1;FALSE;FALSE
Q9P275;1;0;1;TRUE;TRUE
Q9P287;0;1;0;TRUE;TRUE
Q9P2B4;0;0;1;FALSE;FALSE
Q9P2D3;1;0;1;FALSE;FALSE
Q9P2E3;0;0;1;TRUE;TRUE
Q9P2E9;1;1;1;TRUE;TRUE
Q9P2I0;1;0;1;TRUE;FALSE
Q9P2J5;1;1;1;FALSE;FALSE
Q9P2N5;1;1;1;TRUE;TRUE
Q9P2R3;1;0;1;FALSE;FALSE
Q9UBB4;1;1;0;FALSE;FALSE
Q9UBB5;0;1;0;TRUE;FALSE
Q9UBF2;0;0;1;FALSE;FALSE
Q9UBN7;0;0;1;FALSE;FALSE
Q9UBT2;1;0;0;FALSE;FALSE
Q9UBU9;1;1;0;TRUE;TRUE
Q9UBW7;1;0;0;FALSE;FALSE
Q9UDY2;1;1;1;FALSE;FALSE
Q9UDY8;0;1;0;FALSE;FALSE
Q9UEE9;1;1;0;FALSE;FALSE
Q9UER7;1;1;0;FALSE;FALSE
Q9UG63;1;1;0;FALSE;FALSE
Q9UGP4;1;1;1;FALSE;FALSE
Q9UGP8;1;1;1;TRUE;TRUE
Q9UGR2;1;1;1;TRUE;TRUE
Q9UGU0;1;1;0;TRUE;TRUE
Q9UHB6;0;1;1;FALSE;TRUE
Q9UHB7;1;1;0;FALSE;TRUE
Q9UHB9;0;1;1;TRUE;TRUE
Q9UHD1;1;0;1;FALSE;FALSE
Q9UHI6;1;1;1;FALSE;FALSE
Q9UHR4;0;1;0;FALSE;FALSE
Q9UHV7;0;0;1;FALSE;FALSE
Q9UHX1;1;1;1;TRUE;TRUE
Q9UI10;1;1;0;TRUE;FALSE
Q9UIA9;1;1;1;FALSE;FALSE
Q9UIF9;1;0;1;TRUE;FALSE
Q9UIG0;1;0;0;FALSE;TRUE
Q9UJS0;0;0;1;FALSE;FALSE
Q9UJU6;1;1;1;FALSE;TRUE
Q9UJV9;1;0;0;TRUE;TRUE
Q9UK59;0;1;0;TRUE;TRUE
Q9UK61;1;0;0;TRUE;TRUE
Q9UK76;0;1;0;FALSE;FALSE
Q9UKF6;1;0;0;TRUE;FALSE
Q9UKJ3;1;1;1;TRUE;TRUE
Q9UKK3;0;1;1;FALSE;FALSE
Q9UKM9;1;1;1;TRUE;TRUE
Q9UKN8;1;0;1;FALSE;FALSE
Q9UKV3;1;1;1;TRUE;TRUE
Q9UKV8;1;0;1;TRUE;TRUE
Q9UKX7;1;0;0;FALSE;FALSE
Q9UKY7;0;1;1;FALSE;TRUE
Q9ULA0;0;0;1;FALSE;FALSE
Q9ULH0;1;1;1;FALSE;FALSE
Q9ULK4;0;0;1;FALSE;FALSE
Q9ULT8;1;1;1;FALSE;FALSE
Q9ULU4;1;1;1;FALSE;FALSE
Q9ULV3;1;0;0;FALSE;FALSE
Q9ULV4;1;1;1;FALSE;FALSE
Q9ULW0;1;1;1;FALSE;FALSE
Q9ULX3;1;0;1;FALSE;FALSE
Q9ULX6;1;1;1;TRUE;TRUE
Q9UM54;1;1;0;FALSE;FALSE
Q9UMN6;0;0;1;FALSE;FALSE
Q9UMS4;1;1;1;FALSE;FALSE
Q9UMZ2;0;0;1;FALSE;FALSE
Q9UN37;1;0;0;FALSE;FALSE
Q9UN86;1;1;1;TRUE;TRUE
Q9UNF1;1;0;1;FALSE;FALSE
Q9UNW9;1;0;1;TRUE;TRUE
Q9UNX3;1;1;0;TRUE;FALSE
Q9UNX4;1;0;1;TRUE;TRUE
Q9UPN3;1;1;1;TRUE;TRUE
Q9UPN4;1;1;1;FALSE;FALSE
Q9UPN6;1;1;1;TRUE;TRUE
Q9UPN7;1;1;1;FALSE;FALSE
Q9UPN9;1;0;1;FALSE;FALSE
Q9UPP1;1;0;0;FALSE;FALSE
Q9UPQ0;0;0;1;FALSE;FALSE
Q9UPQ9;1;1;1;TRUE;TRUE
Q9UPT8;1;1;1;TRUE;TRUE
Q9UPU5;1;0;1;FALSE;FALSE
Q9UPY3;1;0;1;TRUE;FALSE
Q9UQ35;1;1;1;TRUE;TRUE
Q9UQ80;1;1;1;TRUE;TRUE
Q9UQE7;1;1;0;FALSE;FALSE
Q9Y230;1;1;1;FALSE;FALSE
Q9Y262;0;1;1;TRUE;TRUE
Q9Y263;0;1;1;FALSE;FALSE
Q9Y265;1;1;1;FALSE;FALSE
Q9Y266;1;0;0;FALSE;FALSE
Q9Y285;1;1;0;TRUE;TRUE
Q9Y295;1;0;0;FALSE;TRUE
Q9Y2A7;0;0;1;FALSE;FALSE
Q9Y2B0;0;1;0;FALSE;FALSE
Q9Y2D5;0;0;1;FALSE;FALSE
Q9Y2F5;1;0;0;FALSE;FALSE
Q9Y2I1;1;0;0;FALSE;FALSE
Q9Y2L1;1;1;0;TRUE;FALSE
Q9Y2R4;1;0;1;TRUE;TRUE
Q9Y2R9;1;1;1;TRUE;TRUE
Q9Y2U8;1;1;0;FALSE;FALSE
Q9Y2W1;1;1;1;TRUE;TRUE
Q9Y2W2;1;1;1;TRUE;TRUE
Q9Y2X0;1;0;1;FALSE;FALSE
Q9Y2X3;1;1;1;TRUE;TRUE
Q9Y2X7;0;1;0;FALSE;FALSE
Q9Y314;1;0;0;TRUE;TRUE
Q9Y333;0;1;0;TRUE;TRUE
Q9Y383;1;1;1;TRUE;TRUE
Q9Y388;1;0;0;TRUE;TRUE
Q9Y3B9;1;1;1;FALSE;TRUE
Q9Y3C1;1;1;1;TRUE;TRUE
Q9Y3E1;1;1;0;FALSE;FALSE
Q9Y3F4;1;1;1;TRUE;TRUE
Q9Y3I0;1;1;1;TRUE;TRUE
Q9Y3P9;1;0;0;FALSE;FALSE
Q9Y3T9;1;0;1;TRUE;TRUE
Q9Y3Y2;1;1;1;TRUE;TRUE
Q9Y446;1;1;0;FALSE;FALSE
Q9Y448;0;0;1;FALSE;FALSE
Q9Y490;1;1;1;FALSE;TRUE
Q9Y4A5;1;0;1;FALSE;FALSE
Q9Y4B6;1;0;1;FALSE;FALSE
Q9Y4C2;1;0;1;FALSE;FALSE
Q9Y4C8;1;1;1;TRUE;TRUE
Q9Y4E8;0;0;1;FALSE;FALSE
Q9Y4F5;0;1;0;FALSE;FALSE
Q9Y4G6;1;0;1;FALSE;FALSE
Q9Y4P3;0;1;0;TRUE;TRUE
Q9Y4R8;1;0;1;FALSE;FALSE
Q9Y4W2;1;1;1;TRUE;TRUE
Q9Y520;1;1;1;TRUE;TRUE
Q9Y580;0;0;1;TRUE;TRUE
Q9Y5A9;1;1;1;TRUE;TRUE
Q9Y5B9;1;1;1;TRUE;TRUE
Q9Y5J1;1;1;1;TRUE;TRUE
Q9Y5K6;0;0;1;FALSE;FALSE
Q9Y5L0;1;0;1;FALSE;FALSE
Q9Y5Q9;1;0;1;FALSE;FALSE
Q9Y5S2;1;1;1;FALSE;FALSE
Q9Y5V3;1;0;1;FALSE;FALSE
Q9Y613;1;0;1;FALSE;FALSE
Q9Y617;0;1;0;FALSE;FALSE
Q9Y618;0;0;1;FALSE;FALSE
Q9Y678;1;1;1;FALSE;TRUE
Q9Y696;0;1;0;FALSE;FALSE
Q9Y6A5;0;0;1;FALSE;FALSE
Q9Y6D5;0;0;1;FALSE;FALSE
Q9Y6D6;0;0;1;FALSE;FALSE
Q9Y6D9;0;0;1;FALSE;FALSE
Q9Y6E2;0;1;0;FALSE;TRUE
Q9Y6G3;1;1;0;TRUE;TRUE
Q9Y6G9;1;0;1;TRUE;TRUE
Q9Y6K9;1;1;1;FALSE;FALSE
Q9Y6M1;1;1;1;TRUE;TRUE
Q9Y6N5;0;1;0;FALSE;FALSE
Q9Y6R4;0;0;1;FALSE;FALSE
Q9Y6W5;1;0;1;FALSE;FALSE
Q9Y6Y8;1;1;1;TRUE;TRUE
;;;;;
n=4 SILAC Rnase vs control experiments for HEK293 and U2OS;;;;;
96% of proteins were enriched in the organic phase following RNase treatment. Therefore all proteins identified were deemed RBPs;;;;;
MCF10A could not be grown in SILAC media. Therefore a conservative approach was taken:;;;;;
OOPS was repeated (n=5) and only proteins identified in all replicates were retained;;;;;
;;;;;
Column;Description;;;;
Uniprot_ID;Master  protein  uniprot  ID;;;;
HEK293;Protein  identified  in  HEK293;;;;
MCF10A;Protein  identified  in  MCF10A;;;;
U2OS;Protein  identified  in  U2OS;;;;
GO_RBP;Protein annotated as “RNA binding” (GO:0003723) in GO;;;;
RBP_Capture;Protein identified as RBP in Baltz et al (2012), Castello et al (2012), Beckmann et al (2015) or Castello et al (2016);;;;